,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
593,Maruti,Alto K10VXI,267899,2014,Delhi,Petrol,51228,Manual,1,5959
594,Maruti,Alto 800LXI,200299,2013,Delhi,Petrol,50250,Manual,1,4456
595,Hyundai,Elite i20SPORTZ 1.2,493599,2015,Delhi,Petrol,46217,Manual,1,10980
596,Maruti,Alto K10VXI,269000,2016,Delhi,Petrol,39756,Manual,1,5984
597,Maruti,Alto K10VXI,375799,2019,Delhi,Petrol,9998,Manual,1,8359
598,Maruti,Alto 800LXI,220699,2013,Delhi,Petrol,52685,Manual,1,4909
599,Renault,,301999,2017,Delhi,Petrol,32258,,1,6718
600,Honda,Brio1.2 VX AT I VTEC,430599,2015,Delhi,Petrol,22774,Automatic,1,9578
601,Hyundai,Santro XingGL PLUS,130893,2010,Delhi,Petrol,51217,Manual,2,2912
602,Renault,KwidRXT,268799,2016,Delhi,Petrol,27806,Manual,2,5979
603,Maruti,SwiftVXI,421899,2014,Delhi,Petrol,37333,Manual,1,9385
604,Maruti,RitzVXI BS IV,265199,2011,Delhi,Petrol,59945,Manual,3,5899
605,Maruti,AltoLXI,176699,2009,Delhi,Petrol,35919,Manual,1,3931
606,Honda,CityS MT PETROL,360799,2010,Delhi,Petrol,47405,Manual,1,8026
607,Maruti,CelerioVXI (O),425199,2018,Delhi,Petrol,21136,Manual,1,9458
608,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,545899,2017,Delhi,Petrol,9353,Manual,1,12143
609,Hyundai,Elite i20SPORTZ 1.2,650000,2018,Delhi,Petrol,15847,Manual,1,14459
610,Maruti,AltoLXI,167999,2009,Delhi,Petrol,31579,Manual,1,3737
611,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,219999,2011,Delhi,Petrol,61129,Manual,2,4894
612,Maruti,Zen EstiloVXI,210699,2009,Delhi,Petrol,44191,Manual,1,4687
613,Maruti,SwiftVDI,336799,2013,Delhi,Diesel,58850,Manual,1,7492
614,Maruti,Swift DzireZDI,363299,2012,Delhi,Diesel,52072,Manual,1,8081
615,Honda,Brio1.2 V MT I VTEC,241199,2012,Delhi,Petrol,58581,Manual,1,5365
616,Renault,KwidRXL,382999,2020,Delhi,Petrol,12549,Manual,1,8520
617,Maruti,Alto 800LXI,191200,2013,Delhi,Petrol,53237,Manual,1,4253
618,Toyota,GlanzaG MT PETROL,575000,2019,Delhi,Petrol,16011,Manual,1,12791
619,Maruti,Eeco7 STR,423099,2019,Delhi,Petrol,6883,Manual,1,9412
620,Maruti,Alto 800LXI,260999,2013,Delhi,Petrol,36901,Manual,1,5806
621,Hyundai,Elite i20ASTA 1.2 (O),553099,2016,Delhi,Petrol,35812,Manual,2,12303
622,Renault,KwidRXL,363699,2018,Delhi,Petrol,11978,Manual,1,8090
623,Maruti,Alto K10VXI,336699,2018,Delhi,Petrol,5198,Manual,1,7490
624,Maruti,Alto K10LXI,299199,2017,Delhi,Petrol,32669,Manual,1,6656
625,Toyota,Etios LivaG SP,383199,2012,Delhi,Petrol,31240,Manual,2,8524
626,Maruti,BalenoDELTA 1.2 K12,669799,2019,Delhi,Petrol,11080,Manual,1,14899
627,Maruti,Alto 800LXI,399799,2018,Delhi,Petrol,13291,Manual,1,8893
628,Hyundai,EonERA PLUS,221999,2015,Delhi,Petrol,45715,Manual,2,4938
629,Hyundai,Grand i10MAGNA 1.2 VTVT,385000,2016,Delhi,Petrol,36143,Manual,1,8564
630,Hyundai,VernaFLUIDIC 1.6 EX VTVT,619799,2013,Delhi,Petrol,41359,Manual,1,13787
631,Maruti,Swift DzireVXI,291399,2010,Delhi,Petrol,51329,Manual,1,6482
632,Maruti,RitzLXI,188799,2010,Delhi,Petrol,59370,Manual,2,4200
633,Maruti,Alto 800VXI,318799,2016,Delhi,Petrol,34587,Manual,1,7092
634,Maruti,Alto 800LXI,270899,2014,Delhi,Petrol,20543,Manual,1,6026
635,Honda,Amaze1.2 SMT I VTEC,654199,2019,Delhi,Petrol,25334,Manual,1,14552
636,Maruti,Zen EstiloVXI,203799,2009,Delhi,Petrol,37434,Manual,1,4533
637,Maruti,SwiftVXI 1.3,214899,2009,Delhi,Petrol,28685,Manual,1,4780
638,Maruti,ErtigaVDI ABS,501199,2014,Delhi,Diesel,49692,Manual,1,11149
639,Maruti,SwiftLXI,391299,2014,Delhi,Petrol,48193,Manual,2,8704
640,Hyundai,Santro XingGLS,218936,2013,Delhi,Petrol,40181,Manual,2,4870
641,Honda,Jazz1.2 V MT,610399,2018,Delhi,Petrol,21207,Manual,1,13578
642,Maruti,CelerioVXI,395499,2019,Delhi,Petrol,11873,Manual,1,8798
643,Maruti,Alto K10VXI,381499,2019,Delhi,Petrol,8339,Manual,1,8486
644,Maruti,SwiftVDI ABS,411299,2015,Delhi,Diesel,46856,Manual,1,9149
645,Maruti,SwiftVDI,361499,2013,Delhi,Diesel,60133,Manual,1,8041
646,Maruti,IGNISZETA 1.2 K12 AMT,526799,2017,Delhi,Petrol,24056,Automatic,1,11718
647,Hyundai,i10SPORTZ 1.2 KAPPA2,289799,2010,Delhi,Petrol,35644,Manual,1,6446
648,Toyota,EtiosG,317099,2011,Delhi,Petrol,47611,Manual,1,7054
649,Honda,Amaze1.5 SMT I DTEC,281299,2013,Delhi,Diesel,56121,Manual,1,6257
650,Maruti,Wagon R 1.0VXI AMT,327000,2015,Delhi,Petrol + CNG,60006,Automatic,2,7274
651,Hyundai,Elite i20Magna Executive 1.2,583199,2017,Delhi,Petrol,13140,Manual,1,12973
652,Maruti,Alto 800LXI,278399,2018,Delhi,Petrol,27886,Manual,1,6193
653,Maruti,SwiftZXI,382599,2013,Delhi,Petrol,59872,Manual,2,8511
654,Honda,Amaze1.2 EMT I VTEC,300000,2015,Delhi,Petrol,57506,Manual,1,6673
655,Maruti,DzireZXI AMT,651899,2018,Delhi,Petrol,20636,Automatic,1,14501
656,Hyundai,VernaFLUIDIC 1.6 VTVT SX AT,681699,2016,Delhi,Petrol,26264,Automatic,1,15164
657,Maruti,AltoLXI,180999,2010,Delhi,Petrol,56231,Manual,2,4026
658,Maruti,SwiftVXI,384399,2014,Delhi,Petrol,61261,Manual,2,8551
659,Maruti,BalenoZETA 1.2 K12 CVT,589999,2016,Delhi,Petrol,35920,Automatic,1,13124
660,Maruti,Alto 800LXI,254599,2012,Delhi,Petrol,25610,Manual,2,5663
661,Maruti,Alto 800LXI,324099,2017,Delhi,Petrol,26772,Manual,1,7209
662,Tata,TIAGO NRGPETROL,496599,2018,Delhi,Petrol,22997,Manual,1,11047
663,Hyundai,i10MAGNA 1.2 KAPPA2,165000,2010,Delhi,Petrol,67529,Manual,3,3670
664,Hyundai,i10SPORTZ 1.2 KAPPA2,267899,2011,Delhi,Petrol,53077,Manual,1,5959
665,Ford,Ecosport1.5TITANIUM TDCI,502599,2014,Delhi,Diesel,49800,Manual,2,11180
666,Hyundai,EonERA PLUS,308499,2014,Delhi,Petrol,12232,Manual,1,6862
667,Maruti,SwiftLXI,539399,2019,Delhi,Petrol,10390,Manual,1,11999
668,Maruti,Swift DzireVDI BS IV,351699,2012,Delhi,Diesel,61164,Manual,1,7823
669,Maruti,Swift DzireLDI BS IV,461599,2017,Delhi,Diesel,50943,Manual,2,10268
670,Hyundai,Elite i20ERA 1.2,536999,2017,Delhi,Petrol,24343,Manual,1,11945
671,Datsun,Redi GoS 1.0,323600,2019,Delhi,Petrol,9620,Manual,1,7198
672,Hyundai,i10MAGNA 1.2 KAPPA2,250000,2011,Delhi,Petrol,18834,Manual,2,5561
673,Maruti,Alto 800VXI,225199,2014,Delhi,Petrol,38526,Manual,2,5009
674,Maruti,SwiftVDI ABS,420699,2015,Delhi,Diesel,37481,Manual,1,9358
675,Maruti,Wagon R 1.0LXI,232799,2011,Delhi,Petrol,59276,Manual,2,5178
676,Maruti,Alto K10LXI,281699,2016,Delhi,Petrol,41948,Manual,1,6266
677,Honda,CityS MT PETROL,390599,2010,Delhi,Petrol,35578,Manual,1,8689
678,Datsun,Redi GoT (O),244199,2017,Delhi,Petrol,27979,Manual,1,5432
679,Maruti,BalenoDELTA 1.2 K12,720699,2020,Delhi,Petrol,8206,Manual,1,16032
680,Maruti,BalenoZETA 1.2 K12,695999,2020,Delhi,Petrol,10170,Manual,1,15482
681,Hyundai,EonD LITE PLUS,278899,2014,Delhi,Petrol,30577,Manual,1,6204
682,Toyota,Etios LivaGD,311099,2012,Delhi,Diesel,61443,Manual,1,6920
683,Maruti,Swift DzireZDI,393399,2013,Delhi,Diesel,67598,Manual,2,8751
684,Maruti,ErtigaVDI ABS,481699,2013,Delhi,Diesel,39203,Manual,1,10715
685,Maruti,Alto 800LXI,353799,2018,Delhi,Petrol,20128,Manual,1,7870
686,Maruti,CiazVXI PLUS,636199,2016,Delhi,Petrol,39122,Manual,1,14152
687,Maruti,Alto 800LXI,282499,2016,Delhi,Petrol,36717,Manual,1,6284
688,Maruti,Wagon R 1.0LXI,366099,2018,Delhi,Petrol,69958,Manual,1,8144
689,Maruti,SwiftLXI,333199,2012,Delhi,Petrol,65916,Manual,1,7412
690,Maruti,Alto 800VXI,264299,2016,Delhi,Petrol,44935,Manual,1,5879
691,Hyundai,Grand i10SPORTS 1.2 VTVT,488999,2017,Delhi,Petrol,24487,Manual,1,10878
692,Maruti,DzireVXI,597000,2018,Delhi,Petrol,23367,Manual,1,13280
693,Maruti,Alto 800LXI,225000,2017,Delhi,Petrol,38682,Manual,1,5005
694,Maruti,Alto 800VXI,285699,2014,Delhi,Petrol,5383,Manual,1,6355
695,Maruti,SwiftVDI,336299,2013,Delhi,Diesel,45478,Manual,1,7481
696,Maruti,Swift DzireVDI BS IV,368899,2012,Delhi,Diesel,65946,Manual,1,8206
697,Hyundai,i20MAGNA 1.2 VTVT,205228,2010,Delhi,Petrol,55157,Manual,3,4565
698,Honda,CityS MT PETROL,412099,2011,Delhi,Petrol,56073,Manual,1,9167
699,Renault,,460000,2019,Delhi,Petrol,46068,,1,10232
700,Volkswagen,PoloHIGHLINE1.2L PETROL,431399,2012,Delhi,Petrol,34364,Manual,1,9596
701,Renault,KwidRXT Opt,306099,2018,Delhi,Petrol,32716,Manual,2,6809
702,Hyundai,EonMAGNA PLUS,237999,2014,Delhi,Petrol,44636,Manual,1,5294
703,KIA,,1174099,2020,Delhi,Diesel,7375,,1,26117
704,Honda,Amaze1.2 SAT I VTEC,650000,2018,Delhi,Petrol,20470,Automatic,1,14459
705,Maruti,Vitara BrezzaVDI,687699,2016,Delhi,Diesel,29262,Manual,1,15297
706,Maruti,BalenoDELTA 1.2 K12 AMT,666799,2017,Delhi,Petrol,23347,Automatic,1,14833
707,Maruti,Alto 800LXI,308399,2016,Delhi,Petrol,36928,Manual,1,6860
708,Maruti,Alto 800LXI,326672,2018,Delhi,Petrol,11373,Manual,1,7267
709,Honda,CityV MT PETROL,1098599,2020,Delhi,Petrol,9114,Manual,1,24438
710,Hyundai,EonD LITE PLUS,249199,2013,Delhi,Petrol,57841,Manual,1,5543
711,Maruti,BalenoDELTA 1.2 K12,598000,2018,Delhi,Petrol,6897,Manual,1,13302
712,Honda,CityS MT PETROL,403199,2010,Delhi,Petrol,62808,Manual,1,8969
713,Maruti,BalenoSIGMA 1.2 K12,560000,2020,Delhi,Petrol,18778,Manual,1,12457
714,Maruti,Swift DzireVDI BS IV,342599,2012,Delhi,Diesel,79776,Manual,1,7621
715,Hyundai,Elite i20Magna Executive 1.2,639199,2018,Delhi,Petrol,12481,Manual,1,14219
716,Datsun,Redi GoT (O),265000,2017,Delhi,Petrol,18532,Manual,1,5895
717,Maruti,BalenoDELTA 1.2 K12,654199,2019,Delhi,Petrol,9870,Manual,1,14552
718,Maruti,SwiftVXI,220000,2010,Delhi,Petrol,46441,Manual,1,4894
719,Toyota,GlanzaG MT PETROL,762299,2020,Delhi,Petrol,12870,Manual,1,16957
720,Maruti,RitzVXI,232799,2009,Delhi,Petrol,87557,Manual,1,5178
721,Ford,Ecosport1.5 TITANIUM TI VCT,720599,2016,Delhi,Petrol,7293,Manual,1,16029
722,Maruti,ErtigaVDI ABS,546399,2013,Delhi,Diesel,48789,Manual,1,12154
723,Maruti,RitzLXI,356199,2014,Delhi,Petrol,43608,Manual,1,7923
724,Maruti,Wagon R 1.0VXI,340000,2016,Delhi,Petrol,27654,Manual,1,7563
725,Hyundai,VernaFLUIDIC 1.6 SX VTVT,520899,2014,Delhi,Petrol,47451,Manual,1,11587
726,Hyundai,Elite i201.4 CRDI ASTA (O),622899,2015,Delhi,Diesel,27891,Manual,1,13856
727,Hyundai,VENUE1.0L Turbo GDI SX MT,1000000,2020,Delhi,Petrol,10339,Manual,1,22244
728,Maruti,Swift DzireLXI 1.2 BS IV,365000,2012,Delhi,Petrol,20883,Manual,1,8119
729,Maruti,AltoLXI,122799,2008,Delhi,Petrol,81636,Manual,1,2732
730,Maruti,AltoLXI,146799,2009,Delhi,Petrol,38347,Manual,1,3265
731,Maruti,IGNISDELTA 1.2 K12,394099,2017,Delhi,Petrol,37687,Manual,1,8767
732,Maruti,Alto K10VXI,179899,2010,Delhi,Petrol,63843,Manual,3,4002
733,Maruti,Wagon R 1.0VXI,345199,2017,Delhi,Petrol,50045,Manual,1,7679
734,Hyundai,i10ERA 1.1 IRDE,150000,2010,Delhi,Petrol,67593,Manual,1,3337
735,Maruti,Swift DzireVDI BS IV,295299,2012,Delhi,Diesel,75004,Manual,1,6569
736,Maruti,BalenoALPHA DDIS 190,679999,2018,Delhi,Diesel,29656,Manual,1,15126
737,Maruti,Swift DzireVDI BS IV,288499,2012,Delhi,Diesel,95472,Manual,1,6418
738,Maruti,A StarVXI,238999,2010,Delhi,Petrol,57489,Manual,2,5316
739,Maruti,Swift DzireVXI,207000,2009,Delhi,Petrol,44248,Manual,1,4605
740,Mahindra,Kuv100K8 D 6 STR,422199,2017,Delhi,Diesel,18246,Manual,1,9392
741,Maruti,SwiftVXI,490199,2015,Delhi,Petrol,35725,Manual,1,10904
742,Hyundai,i20MAGNA 1.2 VTVT,275000,2013,Delhi,Petrol,50086,Manual,3,6117
743,Maruti,ErtigaVDI ABS,475399,2013,Delhi,Diesel,51981,Manual,1,10575
744,Maruti,Swift DzireLXI 1.2 BS IV,365000,2012,Delhi,Petrol,20875,Manual,1,8119
745,Volkswagen,VentoCOMFORTLINE MT PETROL,417699,2014,Delhi,Petrol,57461,Manual,1,9291
746,Maruti,Wagon R 1.0VXI AMT,452999,2018,Delhi,Petrol,25823,Automatic,2,10077
747,Renault,KwidRXT,258599,2015,Delhi,Petrol,54227,Manual,1,5752
748,Maruti,Alto 800LXI,257499,2014,Delhi,Petrol,54362,Manual,1,5728
749,Maruti,Alto 800LXI,339499,2018,Delhi,Petrol,28959,Manual,1,7552
750,Maruti,Wagon RLXI MINOR,174199,2008,Delhi,Petrol,56724,Manual,1,3875
751,Hyundai,i10MAGNA 1.1 IRDE2,316699,2011,Delhi,Petrol,29101,Manual,3,7045
752,Renault,KwidRXT,281199,2016,Delhi,Petrol,40124,Manual,3,6255
753,Maruti,Swift DzireLDI BS IV,402000,2015,Delhi,Diesel,52444,Manual,2,8942
754,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT OPT,460000,2016,Delhi,Petrol,31430,Manual,1,10232
755,Hyundai,i10MAGNA 1.1 IRDE2,262099,2011,Delhi,Petrol,66838,Manual,2,5830
756,Maruti,Alto K10VXI,325399,2017,Delhi,Petrol,37491,Manual,1,7238
757,Maruti,CelerioVXI AMT,392299,2014,Delhi,Petrol,55769,Automatic,1,8726
758,Hyundai,VernaFLUIDIC 1.6 SX CRDI,358499,2013,Delhi,Diesel,69555,Manual,1,7975
759,Hyundai,i20MAGNA O 1.2,301599,2011,Delhi,Petrol,65277,Manual,2,6709
760,Hyundai,CretaSX PETROL MT,1479399,2020,Delhi,Petrol,10671,Manual,1,32908
761,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,287599,2013,Delhi,Petrol,70331,Manual,1,6397
762,Maruti,Vitara BrezzaVDI,782999,2018,Delhi,Diesel,40707,Manual,1,17417
763,Maruti,AltoLXI,154799,2010,Delhi,Petrol,70239,Manual,1,3443
764,Maruti,Swift DzireVXI 1.2 BS IV,468699,2013,Delhi,Petrol,26982,Manual,1,10426
765,Maruti,Swift DzireVXI,251799,2010,Delhi,Petrol,80042,Manual,1,5601
766,Maruti,SwiftZXI+ BS IV,552299,2018,Delhi,Petrol,25814,Manual,3,12286
767,Ford,Ecosport1.5 TREND TDCI,496000,2015,Delhi,Diesel,58354,Manual,1,11033
768,Maruti,Wagon R 1.0VXI,179000,2010,Delhi,Petrol,62339,Manual,2,3982
769,Maruti,Alto K10LXI,217499,2012,Delhi,Petrol,56140,Manual,1,4838
770,Maruti,Swift DzireVDI BS IV,316199,2012,Delhi,Diesel,68930,Manual,1,7034
771,Hyundai,i10SPORTZ 1.2 KAPPA2,235299,2010,Delhi,Petrol,72846,Manual,1,5234
772,Hyundai,Elite i20ASTA 1.2,513799,2014,Delhi,Petrol,42707,Manual,2,11429
773,Renault,KwidCLIMBER 1.0 AT,399999,2017,Delhi,Petrol,20040,Manual,1,8898
774,Maruti,Alto K10LXI,353099,2015,Delhi,Petrol,26142,Manual,1,7854
775,Maruti,Wagon R 1.0VXI,294000,2014,Delhi,Petrol,48579,Manual,2,6540
776,Maruti,Swift DzireVXI 1.2 BS IV,519699,2015,Delhi,Petrol + CNG,18595,Manual,1,11560
777,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,398699,2013,Delhi,Petrol,49276,Manual,3,8869
778,Hyundai,VernaFLUIDIC 1.6 SX VTVT,672000,2016,Delhi,Petrol,26410,Manual,1,14948
779,Maruti,BalenoDELTA 1.2 K12,468799,2017,Delhi,Petrol,87865,Manual,1,10428
780,Tata,ZestXT RT,427199,2014,Delhi,Petrol,30784,Manual,2,9503
781,Maruti,AltoLXI,117599,2008,Delhi,Petrol,54799,Manual,1,2616
782,Renault,DusterRXE PETROL 104,525000,2013,Delhi,Petrol,28989,Manual,1,11678
783,Maruti,A StarVXI,209299,2009,Delhi,Petrol,55510,Manual,1,4656
784,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,433899,2016,Delhi,Petrol,35754,Manual,2,9652
785,Maruti,Wagon R 1.0VXI,409199,2015,Delhi,Petrol,48295,Manual,1,9102
786,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,380399,2014,Delhi,Petrol,76052,Manual,1,8462
787,Hyundai,i10MAGNA 1.2 KAPPA2,321499,2012,Delhi,Petrol,44703,Manual,1,7152
788,Maruti,,225499,2009,Delhi,Petrol,56282,,1,5016
789,Maruti,BalenoSIGMA 1.2 K12,439000,2015,Delhi,Petrol,46137,Manual,1,9765
790,Maruti,Alto K10VXI AMT,376799,2019,Delhi,Petrol,25771,Manual,1,8382
791,Maruti,SwiftVDI,360199,2012,Delhi,Diesel,67892,Manual,2,8012
792,Ford,Ecosport1.5 TREND TDCI,377899,2013,Delhi,Diesel,62253,Manual,1,8406
793,Maruti,Alto 800LXI,283199,2017,Delhi,Petrol,41185,Manual,1,6300
794,Maruti,CiazZETA 1.4 VVT,688599,2017,Delhi,Petrol,41182,Manual,1,15318
795,Honda,Amaze1.5 VXMT I DTEC,285999,2013,Delhi,Diesel,63748,Manual,3,6362
796,Hyundai,Grand i10SPORTS 1.2 VTVT,368899,2014,Delhi,Petrol,58341,Manual,1,8206
797,Hyundai,EonERA PLUS,255000,2015,Delhi,Petrol,29793,Manual,1,5672
798,Honda,CityS MT PETROL,386799,2012,Delhi,Petrol,72095,Manual,1,8604
799,Hyundai,Grand i10SPORTZ 1.1 CRDI,343599,2016,Delhi,Diesel,72740,Manual,1,7643
800,Maruti,CiazDELTA 1.4 VVT,775000,2018,Delhi,Petrol,25962,Manual,1,17239
801,Maruti,Alto K10LXI,276999,2013,Delhi,Petrol,40184,Manual,1,6162
802,Nissan,TerranoXL P,525000,2016,Delhi,Petrol,38949,Manual,2,11678
803,Maruti,BalenoDELTA 1.2 K12,629399,2019,Delhi,Petrol,30791,Manual,1,14001
804,Toyota,Etios LivaGD SP,386399,2014,Delhi,Diesel,58335,Manual,1,8595
805,Maruti,Swift DzireLDI BS IV,280099,2013,Delhi,Diesel,67411,Manual,1,6231
806,Maruti,Vitara BrezzaVDI,736799,2018,Delhi,Diesel,26170,Manual,1,16390
807,Hyundai,Elite i20Magna Executive 1.2,605699,2017,Delhi,Petrol,31907,Manual,1,13473
808,Maruti,IGNISZETA 1.2 K12 AMT,552000,2017,Delhi,Petrol,11255,Automatic,1,12279
809,Hyundai,Elite i20Magna Executive 1.2,630000,2018,Delhi,Petrol,21828,Manual,1,14014
810,Maruti,Wagon R 1.0VXI,330000,2015,Delhi,Petrol,38865,Manual,1,7341
811,Maruti,Alto K10LXI,211799,2011,Delhi,Petrol,80346,Manual,1,4711
812,Maruti,BalenoDELTA 1.2 K12,569699,2018,Delhi,Petrol,31514,Manual,1,12673
813,Maruti,Alto 800VXI,318099,2016,Delhi,Petrol,41853,Manual,1,7076
814,Ford,Ecosport1.5 TITANIUM TI VCT,636099,2017,Delhi,Petrol,30471,Manual,2,14150
815,Renault,DusterRXZ DIESEL 110,365000,2013,Delhi,Diesel,65552,Manual,2,8119
816,Mahindra,TharCRDE 4X4 BS IV,756799,2018,Delhi,Diesel,17188,Manual,1,16835
817,Hyundai,VernaFLUIDIC 1.6 SX CRDI,433699,2013,Delhi,Diesel,73591,Manual,1,9647
818,Maruti,ErtigaZDI,517999,2014,Delhi,Diesel,65134,Manual,1,11523
819,Honda,CRV2.4 AT,596599,2011,Delhi,Petrol,71014,Automatic,2,13271
820,Maruti,Alto 800LXI,272599,2015,Delhi,Petrol,50024,Manual,1,6064
821,Maruti,RitzLXI,299399,2010,Delhi,Petrol,54953,Manual,1,6660
822,Maruti,AltoLXI,317499,2019,Delhi,Petrol,31825,Manual,1,7063
823,Renault,KwidRXL,265000,2018,Delhi,Petrol,51552,Manual,1,5895
824,Maruti,BalenoDELTA 1.2 K12,582699,2017,Delhi,Petrol,32712,Manual,1,12962
825,Maruti,Alto 800VXI,307999,2017,Delhi,Petrol,65480,Manual,1,6851
826,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,431299,2016,Delhi,Petrol,41048,Manual,1,9594
827,Maruti,SwiftZXI,389099,2015,Delhi,Petrol,67696,Manual,1,8655
828,Ford,FiestaTITANIUM DIESEL,305399,2012,Delhi,Diesel,68356,Manual,2,6793
829,Maruti,SwiftVDI,360699,2013,Delhi,Diesel,63561,Manual,1,8024
830,Tata,TiagoXZA 1.2 REVOTRON,453999,2018,Delhi,Petrol,34714,Automatic,1,10099
831,Hyundai,CretaS PETROL MT,1300000,2020,Delhi,Petrol,13889,Manual,1,28918
832,Maruti,Wagon R 1.0VXI,265199,2014,Delhi,Petrol,59047,Manual,2,5899
833,Honda,Accord2.4 MT,549899,2013,Delhi,Petrol,57812,Manual,2,12232
834,Maruti,Alto 800LXI,289000,2017,Delhi,Petrol,36699,Manual,1,6429
835,Maruti,Alto K10VXI,213899,2011,Delhi,Petrol,64499,Manual,2,4758
836,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,397799,2015,Delhi,Petrol,54595,Manual,2,8849
837,Hyundai,Elite i201.4 CRDI ASTA (O),593099,2016,Delhi,Diesel,44364,Manual,2,13193
838,Hyundai,EonD LITE PLUS,195000,2012,Delhi,Petrol,48912,Manual,1,4338
839,Honda,Accord2.4 MT,344099,2008,Delhi,Petrol,56382,Manual,2,7654
840,Maruti,IGNISDELTA 1.2 K12,466899,2018,Delhi,Petrol,30591,Manual,2,10386
841,Maruti,Vitara BrezzaVDI,698999,2016,Delhi,Diesel,33572,Manual,1,15549
842,Volkswagen,VentoHIGHLINE TDI AT,550000,2015,Delhi,Diesel,48299,Automatic,2,12234
843,Maruti,BalenoDELTA 1.2 K12,530999,2018,Delhi,Petrol,32885,Manual,1,11812
844,Maruti,Swift DzireLXI 1.2 BS IV,249000,2010,Delhi,Petrol,50475,Manual,1,5539
845,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,387299,2014,Delhi,Petrol,59867,Manual,1,8615
846,Maruti,Wagon R 1.0VXI,397999,2014,Delhi,Petrol,28512,Manual,1,8853
847,Hyundai,i20ASTA 1.4 CRDI,237099,2012,Delhi,Diesel,85837,Manual,1,5274
848,Maruti,BalenoDELTA 1.2 K12,518899,2017,Delhi,Petrol,42204,Manual,1,11543
849,Maruti,RitzVXI,244199,2009,Delhi,Petrol,62936,Manual,1,5432
850,Maruti,,1000000,2020,Delhi,Petrol,7041,,1,22244
851,Maruti,BalenoSIGMA DDIS 190,468399,2018,Delhi,Diesel,57528,Manual,1,10419
852,Renault,KwidRXE,235000,2016,Delhi,Petrol,26271,Manual,1,5227
853,Ford,Ecosport1.5 TITANIUM TI VCT,595299,2016,Delhi,Petrol + CNG,33936,Manual,2,13242
854,Maruti,Wagon RLXI,128000,2009,Delhi,Petrol,48432,Manual,1,2847
855,Maruti,Wagon R 1.0VXI AMT,350000,2015,Delhi,Petrol,41092,Automatic,1,7786
856,Hyundai,Grand i10MAGNA 1.2 VTVT,425000,2017,Delhi,Petrol,34276,Manual,1,9454
857,Volvo,S60SUMMUM D5,940499,2012,Delhi,Diesel,40899,Automatic,2,20921
858,Maruti,Swift DzireVDI BS IV,349799,2013,Delhi,Diesel,62602,Manual,1,7781
859,Hyundai,i10SPORTZ 1.2 KAPPA2,213799,2011,Delhi,Petrol,79303,Manual,1,4756
860,Honda,CityS MT PETROL,295000,2009,Delhi,Petrol,43568,Manual,1,6562
861,Toyota,EtiosG SP,242199,2011,Delhi,Petrol,78223,Manual,1,5388
862,Hyundai,i10MAGNA 1.2 KAPPA2,256099,2011,Delhi,Petrol,61728,Manual,1,5697
863,Hyundai,Elite i20ASTA 1.2,639000,2018,Delhi,Petrol,23765,Manual,1,14214
864,Hyundai,i10MAGNA 1.2 KAPPA2,191000,2011,Delhi,Petrol,72299,Manual,1,4249
865,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,431899,2014,Delhi,Petrol,53412,Manual,1,9607
866,Maruti,BalenoALPHA 1.2 K12,728199,2020,Delhi,Petrol,15096,Manual,1,16198
867,Honda,Amaze1.2 SMT I VTEC,438599,2015,Delhi,Petrol,62045,Manual,1,9756
868,Maruti,Swift DzireVDI BS IV,408699,2015,Delhi,Diesel,75571,Manual,2,9091
869,Datsun,Redi GoS(O),239000,2016,Delhi,Petrol,40820,Manual,1,5316
870,Maruti,Swift DzireVDI BS IV,364899,2014,Delhi,Diesel,66906,Manual,2,8117
871,Maruti,,973772,2019,Delhi,Petrol,15299,,1,21661
872,Maruti,BalenoDELTA 1.2 K12,578499,2018,Delhi,Petrol,33770,Manual,1,12868
873,Honda,Mobilio1.5 S I DTEC,455000,2015,Delhi,Diesel,52945,Manual,1,10121
874,Hyundai,Grand i10MAGNA 1.1 CRDI,310000,2015,Delhi,Diesel,63672,Manual,1,6896
875,Maruti,Vitara BrezzaVDI OPT,676099,2017,Delhi,Diesel,34534,Manual,1,15039
876,Hyundai,,513000,2019,Delhi,Petrol,13015,,1,11411
877,Maruti,IGNISALPHA 1.2 K12,640000,2020,Delhi,Petrol,12403,Manual,1,14236
878,Hyundai,i10MAGNA 1.1 IRDE2,258999,2011,Delhi,Petrol,66492,Manual,1,5761
879,Hyundai,Santro XingGL,138000,2008,Delhi,Petrol,33246,Manual,1,3070
880,Maruti,SwiftVXI,553699,2019,Delhi,Petrol,29501,Manual,1,12317
881,Mahindra,ScorpioS11,1296499,2018,Delhi,Diesel,85283,Manual,2,28840
